filename,text
merged_decho_001.wav,哎呀别上当了
merged_decho_002.wav,他们在骗你
merged_decho_003.wav,快回来
merged_decho_004.wav,别走
merged_decho_005.wav,他们会装作你记忆里的人
merged_decho_006.wav,别让坏人骗走你的信任呀
merged_decho_007.wav,你跑的也太快了等等
merged_decho_008.wav,我那些甜言蜜语真的很动听
merged_decho_009.wav,但你要睁大眼睛
merged_decho_010.wav,千万别被蒙蔽了呀
merged_decho_011.wav,哎
merged_decho_012.wav,终于追上你了
merged_decho_013.wav,哎我没事
merged_decho_014.wav,只是好久没运动
merged_decho_015.wav,身体都没力气了
merged_decho_016.wav,哎呀在做出决定前
merged_decho_017.wav,能不能和我聊聊呢
merged_decho_018.wav,3月嗯
merged_decho_019.wav,做个自我介绍吧
merged_decho_020.wav,我是昔涟往昔的涟漪
merged_decho_021.wav,很好记的名字对吧
merged_decho_022.wav,仔细一看才发现你和我是不是有点相似
merged_decho_023.wav,不仅如此
merged_decho_024.wav,我们还都是开朗美丽乐观的青春少女
merged_decho_025.wav,真是不可思议的巧合
merged_decho_026.wav,我们是初次见面哦
merged_decho_027.wav,但从刚才的记忆里
merged_decho_028.wav,我已经了解了你的经历
merged_decho_029.wav,真是难以置信
merged_decho_030.wav,我们的共同点或许远比想象中更多呢
merged_decho_031.wav,我完全理解你的困境
merged_decho_032.wav,所以更不希望你被坏人利用
merged_decho_033.wav,受到伤害
merged_decho_034.wav,毕竟我可是亲身体会过呢
merged_decho_035.wav,在这片空荡荡的地方
merged_decho_036.wav,我独自待了很久很久
merged_decho_037.wav,久到都快忘了时间是什么概念
merged_decho_038.wav,但有一件事我记得特别清楚
merged_decho_039.wav,那扇门背后绝对没有你想要的答案哦
merged_decho_040.wav,对那些对话很真实
merged_decho_041.wav,也很诱人吧
merged_decho_042.wav,那是因为坏人翻看了你的记忆
merged_decho_043.wav,勾起了你心底最深处的渴望
merged_decho_044.wav,拨弄女孩子细腻的心绪
merged_decho_045.wav,真是不可饶恕
merged_decho_046.wav,如果走进那扇门
merged_decho_047.wav,最坏的情况
merged_decho_048.wav,你会变成他们的棋子
merged_decho_049.wav,再也无法掌控自己的命运
merged_decho_050.wav,虽然我被困在这里
merged_decho_051.wav,和你一样失去了记忆
merged_decho_052.wav,但我还依稀记得那个养育了我的故乡
merged_decho_053.wav,这扇门的背后是翁法罗斯
merged_decho_054.wav,它绝对不是一个温柔的世界
merged_decho_055.wav,漫长的时光里
merged_decho_056.wav,我只能眼睁睁看着人们走进记忆之门
merged_decho_057.wav,那些人看不见
merged_decho_058.wav,我也听不见我的呼唤
merged_decho_059.wav,天外之音总会给出安全的承诺
merged_decho_060.wav,但我从没见过有人平安归来
merged_decho_061.wav,所以我不能对你视而不见
merged_decho_062.wav,方法其实一点也不复杂
merged_decho_063.wav,只要回头
merged_decho_064.wav,然后一步步离开这里就好了
merged_decho_065.wav,嗯真难缠对吧
merged_decho_066.wav,可千万别听他们的
merged_decho_067.wav,你要坚定地走下去
merged_decho_068.wav,返程的路也许要花上很久很久
merged_decho_069.wav,比普通人一生的时光还要漫长许多
merged_decho_070.wav,但你要相信
merged_decho_071.wav,那才是家的方向
merged_decho_072.wav,为什么？
merged_decho_073.wav,嗯这样啊
merged_decho_074.wav,你也有比生命更重要的伙伴呢
merged_decho_075.wav,真是听着就让人家怦怦心跳
merged_decho_076.wav,3月
merged_decho_077.wav,既然这是你的决定
merged_decho_078.wav,那我一定站在你这边
merged_decho_079.wav,谁让我们是如此相似呢
merged_decho_080.wav,娇弱可爱的外表下都藏着一颗炽热的真心呢
merged_decho_081.wav,谁知道呢
merged_decho_082.wav,不过你不用替我担心了
merged_decho_083.wav,我在这里待了那么久
merged_decho_084.wav,早就习惯和自己想象出来的朋友聊天了
merged_decho_085.wav,哎
merged_decho_086.wav,嗯那我可就满怀期待地等着了去吧
merged_decho_087.wav,3月祝愿你们能写下一段无比浪漫的故事呀
merged_decho_088.wav,然后就在那里完成你我最初也是最后的心愿
merged_decho_089.wav,为这个我们深爱的世界写下不同以往的结局吧
merged_decho_090.wav,嗯哒哒哒哒哒哒哒哒哒哒哎呀
merged_decho_091.wav,这么急匆匆的过来
merged_decho_092.wav,小秋千都被吓到了
merged_decho_093.wav,一晃一晃
merged_decho_094.wav,果然是你啊
merged_decho_095.wav,嗯没什么
merged_decho_1000.wav,只是忽然有种莫名的心灵感应
merged_decho_1001.wav,你脑袋上怎么还有落叶
merged_decho_1002.wav,难道又躺在树上睡觉了
merged_decho_1003.wav,还是麦田收拾干净再出门呀是吗
merged_decho_1004.wav,虽然你的个头比我要高
merged_decho_1005.wav,但论成熟我可远胜于你呢
merged_decho_1006.wav,喜欢幻想那些英雄故事
merged_decho_1007.wav,把自己当成里面的角色
merged_decho_1008.wav,可不是大人会做出的举动呀
merged_decho_1009.wav,嘿你说是吧
merged_decho_1010.wav,既然又在陪他胡闹
merged_decho_1011.wav,今天的人设是什么
merged_decho_1012.wav,星河猎手
merged_decho_1013.wav,你是准备捕获谁的心呢
merged_decho_1014.wav,嗯嗯怎么又换身份了
merged_decho_1015.wav,明明不久前还是从一帮漂流过来和你定下建议修习契约的勇者
merged_decho_1016.wav,正要和你说呢
merged_decho_1017.wav,不久前我在秋千上睡甜甜的觉
merged_decho_1018.wav,做了个奇怪的梦
merged_decho_1019.wav,那梦里一直有个模糊的声音
merged_decho_1020.wav,似乎在呼唤什么哦
merged_decho_1021.wav,你也是吗
merged_decho_1022.wav,难怪醒来以后总觉得心里惴惴不安呢
merged_decho_1023.wav,于是我想起了小时候常玩的神谕牌
merged_decho_1024.wav,虽然欧洛尼斯神域总是解读不准就是了
merged_decho_1025.wav,孩子总是幸福的
merged_decho_1026.wav,觉得神明注意不到
merged_decho_1027.wav,哀丽秘榭的小角落
merged_decho_1028.wav,会对我们睁一只眼闭一只眼
merged_decho_1029.wav,但命运从来都是确凿不移
merged_decho_1030.wav,毕竟我们也不知道神域里的未来究竟是多远
merged_decho_1031.wav,以后我倒是还能想起几个地点
merged_decho_1032.wav,我们一起去看看吧
merged_decho_1033.wav,村子就这么大
merged_decho_1034.wav,当年藏下的童年秘密都还在原地吧
merged_decho_1035.wav,谢谢您
merged_decho_1036.wav,我们会注意的
merged_decho_1037.wav,哀丽秘榭的小校舍只有您一位
merged_decho_1038.wav,老师是太辛苦了
merged_decho_1039.wav,课堂上雕的木头人
merged_decho_1040.wav,原来是藏到了这里
merged_decho_1041.wav,这可真是连我也不知道的秘密啊
merged_decho_1042.wav,神谕牌不在这里呢
merged_decho_1043.wav,让我想想嗯
merged_decho_1044.wav,还有一个地方没去找过
merged_decho_1045.wav,是呀
merged_decho_1046.wav,我还记得你们喊我出去玩
merged_decho_1047.wav,总是不走正门
merged_decho_1048.wav,爱翻墙
merged_decho_1049.wav,真是调皮
merged_decho_1050.wav,像某个人一样捉不准出现的时机是吧
merged_decho_1051.wav,也许就是你哦
merged_decho_1052.wav,不过这里最近只有我一个人住
merged_decho_1053.wav,还好久没认真打理了
merged_decho_1054.wav,真让人害羞
merged_decho_1055.wav,这么多角落该从哪里找起呢
merged_decho_1056.wav,好久没去房顶了
merged_decho_1057.wav,也许那里能有所发现
merged_decho_1058.wav,上去找一找吧
merged_decho_1059.wav,远远地望过去
merged_decho_1060.wav,还是熟悉的风景呀
merged_decho_1061.wav,要说哀丽秘榭最让人留恋的地方
merged_decho_1062.wav,除了大树下的秋千架
merged_decho_1063.wav,就是这儿了啊
merged_decho_1064.wav,什么动静
merged_decho_1065.wav,小心一点啦
merged_decho_1066.wav,虽然我是村子里的小占卜师
merged_decho_1067.wav,不过暂时还没掌握让时间倒流的能力哦
merged_decho_1068.wav,因为自幼就能听见朦胧的神谕
merged_decho_1069.wav,村子里的人都说我是未来的岁月祭司
merged_decho_1070.wav,不过占卜的次数多了
merged_decho_1071.wav,反倒会对命运产生迷茫
merged_decho_1072.wav,说着对神域笃信不疑
merged_decho_1073.wav,但真要离开艾莉密泄的话
