filename,text
chapter4_33_cyrenely_101.wav,…真是一段感伤，却又精彩的旅途呀。
chapter4_33_cyrenely_102.wav,而且还没结束…对吗？
chapter4_33_cyrenely_103.wav,果然还是被我说中了吧？最后的最后，你还是成为了这个故事里的救世主呀。
chapter4_33_cyrenely_104.wav,嘻……
chapter4_33_cyrenely_105.wav,但是，在我看来——
chapter4_33_cyrenely_106.wav,你从来都没有变哦，白厄。
chapter4_39_cyrene_101.wav,…当然。
chapter4_39_cyrene_102.wav,这一定是个不同以往的浪漫故事……
chapter4_39_cyrene_103.wav,你也是这么想的，对吧？
chapter4_40_cyrene_101.wav,哎呀，别上当啦……
chapter4_40_cyrene_102.wav,他们在骗你，快回来……
chapter4_40_cyrene_103.wav,别走，他们会装作你记忆里的人……
chapter4_40_cyrene_104.wav,别让坏人骗走你的信任呀……
chapter4_40_cyrene_105.wav,你跑得也太快啦，等等我……
chapter4_40_cyrene_106.wav,那些甜言蜜语，真的很动听……
chapter4_40_cyrene_107.wav,但你要睁大眼睛，千万别被蒙蔽了呀。
chapter4_40_cyrene_108.wav,呼…呼…终于追上你啦。
chapter4_40_cyrene_109.wav,我…没事…只是好久没运动，身体都没力气了……
chapter4_40_cyrene_110.wav,哎呀，在做出决定前，能不能和我聊聊呢，三月？
chapter4_40_cyrene_111.wav,嗯，做个自我介绍吧——我是昔涟，「往昔的涟漪」…很好记的名字，对吧？
chapter4_40_cyrene_112.wav,咦，仔细一看才发现，你和我…是不是有点相似？
chapter4_40_cyrene_113.wav,不仅如此，我们还都是开朗、美丽、乐观的青春少女，真是不可思议的巧合！
chapter4_40_cyrene_114.wav,我们是初次见面哦。但从刚才的记忆里，我已经了解了你的经历。
chapter4_40_cyrene_115.wav,真是难以置信，我们的共同点，或许远比想象中更多呢…我完全理解你的困境，所以更不希望你被坏人利用，受到伤害。
chapter4_40_cyrene_116.wav,毕竟，我可是亲身体会过呢。
chapter4_40_cyrene_117.wav,在这片空荡荡的地方，我独自待了很久很久，久到都快忘了「时间」是什么概念。
chapter4_40_cyrene_118.wav,但有一件事，我记得特别清楚。
chapter4_40_cyrene_119.wav,那扇门背后，绝对没有你想要的答案哦。
chapter4_40_cyrene_120.wav,对。那些对话很真实，也很诱人吧？那是因为，坏人翻看了你的记忆，勾起了你心底最深处的渴望。拨弄女孩子细腻的心绪，真是不可饶恕。
chapter4_40_cyrene_121.wav,如果走进那扇门，最坏的情况，你会变成他们的棋子，再也无法掌控自己的命运。
chapter4_40_cyrene_122.wav,虽然我被困在这里，和你一样失去了记忆，但我还依稀记得那个养育了我的故乡……
