filename,text
chapter4_41_cyrene_105.wav,带着这份愿望走下去吧…成为开启一切的人……
chapter4_41_cyrene_106.wav,诚如神谕所示：「汝将肩负骄阳，直至灰白的黎明显著」……
chapter4_41_cyrene_107.wav,走下去…背负这个世界…直到…灰白的英雄…无名的救世主…带来黎明……
chapter4_41_cyrene_108.wav,……♪
chapter4_41_cyrene_109.wav,哎呀？这么急匆匆地过来，小秋千都被吓到啦，一晃一晃……
chapter4_41_cyrene_110.wav,…嗯？
chapter4_41_cyrene_111.wav,唔…有种陌生的感觉呢。
chapter4_41_cyrene_112.wav,有种似曾相识的感觉呢♪
chapter4_41_cyrene_113.wav,果然是你呀♪
chapter4_41_cyrene_114.wav,嗯～没什么，只是…忽然有种莫名的心灵感应？
chapter4_41_cyrene_115.wav,哎呀，你脑袋上怎么还有落叶。难道又躺在树上睡觉了，还是麦田？收拾干净再出门呀。
chapter4_41_cyrene_116.wav,是吗？虽然你的个头比我要高，但论成熟，我可远胜于你呢。
chapter4_41_cyrene_117.wav,喜欢幻想那些英雄故事，把自己当成里面的角色，可不是大人会做出的举动呀。
chapter4_41_cyrene_118.wav,你说是吧？既然又在陪他胡闹…今天的人设是什么？
chapter4_41_cyrene_119.wav,那不如就用先前的吧：从异邦漂流过来，和你订下剑艺修习契约的勇者？
chapter4_41_cyrene_120.wav,「心和猎手」？你是准备捕获谁的心呢，嗯？
chapter4_41_cyrene_121.wav,怎么又换身份了？明明不久前还是从异邦漂流过来，和你订下剑艺修习契约的勇者……
chapter4_41_cyrene_122.wav,怎么又换身份了？明明不久前还是从异邦漂流过来，和你订下剑艺修习契约的勇者……
chapter4_41_cyrene_123.wav,正要和你说呢：不久前，我在秋千上睡甜甜的觉，做了个奇怪的梦……
chapter4_41_cyrene_124.wav,那梦里，一直有个模糊的声音，似乎在呼唤什么。
chapter4_41_cyrene_125.wav,嗯…你也是吗？难怪醒来以后，总觉得心里惴惴不安呢。
chapter4_41_cyrene_126.wav,于是，我想起了小时候常玩的「神谕牌」——虽然{RUBY_B#岁月之泰坦}欧洛尼斯{RUBY_E#}神谕总是解读不准就是啦。
chapter4_41_cyrene_127.wav,孩子总是幸福的，觉得神明注意不到哀丽秘榭的小角落，会对我们睁一只眼、闭一只眼……
chapter4_41_cyrene_128.wav,但…命运从来都是确凿不移。毕竟我们也不知道神谕里的未来，究竟是多远以后。
chapter4_41_cyrene_129.wav,我倒是还能想起几个地点…来，我们一起去看看吧？
chapter4_41_cyrene_130.wav,村子就这么大，当年藏下的童年秘密都还在原地吧？
chapter4_41_cyrene_131.wav,哀丽秘榭的小校舍只有您一位老师，是太辛苦了。
chapter4_41_cyrene_132.wav,课堂上雕的木头人，原来是藏到了这里，这可真是连我也不知道的秘密呀。
chapter4_41_cyrene_133.wav,神谕牌不在这里呢……
chapter4_41_cyrene_134.wav,让我想想…啊，还有一个地方没去找过。
chapter4_41_cyrene_135.wav,不好意思啦！就当是陪我出门散了个步，锻炼下身体吧？毕竟我不像你，每天运动量没那么充足。
chapter4_41_cyrene_136.wav,是呀！我还记得…你们喊我出去玩总是不走正门，爱翻墙，真是调皮！
chapter4_41_cyrene_137.wav,像某个人一样，捉不准出现的时机，是吧？
chapter4_41_cyrene_138.wav,也许就是你哦♪
chapter4_41_cyrene_139_f.wav,嘻！我猜猜，{F#她}{M#他}给出的是个调皮的答案。
chapter4_41_cyrene_139_m.wav,嘻！我猜猜，{F#她}{M#他}给出的是个调皮的答案。
chapter4_41_cyrene_140.wav,喔，已读不回啊，让人有点伤心呢。
chapter4_41_cyrene_141.wav,不过，这里最近只有我一个人住，还好久没认真打理了，真让人害羞。这么多角落，该从哪里找起呢？
chapter4_41_cyrene_142.wav,好久没去房顶了，也许那里能有所发现？上去找一找吧。
chapter4_41_cyrene_143.wav,院子里到处都是落叶……
chapter4_41_cyrene_144.wav,倒不是这个理由啦。
chapter4_41_cyrene_145.wav,有这种地方吗？记忆里好像是有的，掉进去很深很深……
chapter4_41_cyrene_146.wav,嗯…远远地望过去，还是熟悉的风景呀。
chapter4_41_cyrene_147.wav,要说哀丽秘榭最让人留恋的地方，除了大树下的秋千架，就是这儿了。
chapter4_41_cyrene_148.wav,让人忍不住想哼起儿时的歌谣呢……
chapter4_41_cyrene_149.wav,「枝和叶为什么生长，风要向什么方向吹拂…♪」
chapter4_41_cyrene_150.wav,被连绵的山和海包围的哀丽秘榭，小时候还在纸上画过这里的风景。
chapter4_41_cyrene_151.wav,每次画到海的尽头就搁下笔了，完全想象不出那之外的世界是什么模样呢。
chapter4_41_cyrene_152.wav,呀！什么动静？小心一点啦……
